amfi_code,date,nav,aum_cr
120841,2022-01-18,49.6345,20263.27
125497,2022-01-18,113.2857,44154.65
118989,2022-01-18,89.8358,34778.38
120594,2022-01-18,43.1465,17051.6
118825,2022-01-18,36.0487,13760.9
119775,2022-01-18,71.4912,27611.11
119551,2022-01-19,86.9311,34321.7
120503,2022-01-19,93.5587,36633.36
118632,2022-01-19,61.8452,24761.01
119092,2022-01-19,56.5873,22500.64
120841,2022-01-19,49.2724,18827.8
125497,2022-01-19,112.7645,44763.67
118989,2022-01-19,90.9458,35443.7
120594,2022-01-19,43.8965,16783.83
118825,2022-01-19,36.1062,14153.8
119775,2022-01-19,71.9176,29158.09
119551,2022-01-20,88.1835,33300.26
120503,2022-01-20,94.5687,37014.17
118632,2022-01-20,62.0302,23325.78
119092,2022-01-20,56.0253,21046.82
120841,2022-01-20,49.4191,19148.4
125497,2022-01-20,113.4811,43615.16
118989,2022-01-20,90.0943,34188.48
120594,2022-01-20,43.3258,16985.03
118825,2022-01-20,36.221,14395.4
119775,2022-01-20,72.0276,28674.63
119551,2022-01-21,87.6034,33669.58
120503,2022-01-21,94.6411,36507.59
118632,2022-01-21,61.2289,24078.16
119092,2022-01-21,56.7908,21818.87
120841,2022-01-21,49.3316,19385.9
125497,2022-01-21,114.3884,44019.13
118989,2022-01-21,90.5319,34904.28
120594,2022-01-21,43.3004,16167.62
118825,2022-01-21,36.0739,14030.59
119775,2022-01-21,72.8373,28471.74
119551,2022-01-24,88.4409,33643.53
120503,2022-01-24,95.5568,36230.31
118632,2022-01-24,62.2123,24209.37
119092,2022-01-24,56.7314,22999.69
120841,2022-01-24,49.8311,18248.64
125497,2022-01-24,114.1883,43796.29
118989,2022-01-24,91.108,35432.88
120594,2022-01-24,43.5651,15780.42
118825,2022-01-24,36.0332,14386.31
119775,2022-01-24,72.9272,28951.58
119551,2022-01-25,88.876,32972.23
120503,2022-01-25,95.7197,35841.85
118632,2022-01-25,62.6792,24126.67
119092,2022-01-25,56.6983,23004.95
120841,2022-01-25,49.9106,18254.43
125497,2022-01-25,114.1857,43634.43
118989,2022-01-25,91.2684,34967.4
120594,2022-01-25,43.825,16088.36
118825,2022-01-25,36.336,14907.09
119775,2022-01-25,72.2715,28105.32
119551,2022-01-26,88.3011,33655.15
120503,2022-01-26,95.778,36848.53
118632,2022-01-26,61.9864,24881.01
119092,2022-01-26,57.2981,21916.45
120841,2022-01-26,49.6629,18807.82
125497,2022-01-26,114.8379,43926.76
118989,2022-01-26,91.5309,35107.77
120594,2022-01-26,43.7181,16742.01
118825,2022-01-26,36.4576,13908.39
119775,2022-01-26,72.9382,28336.19
119551,2022-01-27,88.2684,33570.11
120503,2022-01-27,95.1588,36429.63
118632,2022-01-27,62.0468,24432.9
119092,2022-01-27,57.1341,22785.05
120841,2022-01-27,50.4207,19212.11
125497,2022-01-27,113.4424,43809.27
118989,2022-01-27,91.4019,34455.78
120594,2022-01-27,43.5869,16943.47
118825,2022-01-27,36.2858,13615.79
119775,2022-01-27,72.4669,28893.34
119551,2022-01-28,88.35,33585.03
120503,2022-01-28,95.5278,37277.17
118632,2022-01-28,62.2072,24240.92
119092,2022-01-28,57.4117,22374.56
120841,2022-01-28,50.266,18924.76
125497,2022-01-28,115.0461,43603.57
118989,2022-01-28,91.364,35798.04
120594,2022-01-28,43.8615,16801.05
118825,2022-01-28,36.1988,14280.83
119775,2022-01-28,72.5941,27538.06
119551,2022-01-31,88.4239,34123.25
120503,2022-01-31,95.0283,36980.38
118632,2022-01-31,62.6635,23707.74
119092,2022-01-31,57.6789,22305.72
120841,2022-01-31,49.9435,18864.99
125497,2022-01-31,115.1697,43241.96
118989,2022-01-31,91.6836,34884.48
120594,2022-01-31,43.8426,16905.56
118825,2022-01-31,36.5297,14567.42
119775,2022-01-31,73.1264,27842.5
119551,2022-02-01,88.2723,34360.92
120503,2022-02-01,96.3417,37525.4
118632,2022-02-01,62.4489,24013.21
119092,2022-02-01,57.4342,21956.19
120841,2022-02-01,50.141,18342.73
125497,2022-02-01,115.3545,44326.6
118989,2022-02-01,92.418,36324.79
120594,2022-02-01,43.8042,16781.93
118825,2022-02-01,36.561,14971.09
119775,2022-02-01,72.5127,28242.88
119551,2022-02-02,88.2462,32709.21
120503,2022-02-02,95.2605,36109.12
118632,2022-02-02,63.0534,23565.82
119092,2022-02-02,57.4424,21418.24
120841,2022-02-02,50.3328,18649.02
125497,2022-02-02,115.7346,43503.45
118989,2022-02-02,91.6714,35261.37
120594,2022-02-02,43.9181,17512.35
118825,2022-02-02,36.6151,13396.08
119775,2022-02-02,72.992,27713.61
119551,2022-02-03,89.2604,34191.9
120503,2022-02-03,96.2229,37234.8
118632,2022-02-03,62.6313,23931.88
119092,2022-02-03,57.6071,22764.09
120841,2022-02-03,50.2082,19024.6
125497,2022-02-03,114.5395,44343.03
118989,2022-02-03,91.8332,35371.84
120594,2022-02-03,43.5536,17321.59
118825,2022-02-03,36.3943,13611.33
119775,2022-02-03,73.6253,27332.76
119551,2022-02-04,88.9962,34037.13
120503,2022-02-04,95.9025,37471.47
118632,2022-02-04,63.2943,23014.19
119092,2022-02-04,57.2091,22404.12
120841,2022-02-04,49.963,19005.68
125497,2022-02-04,115.2865,44345.93
118989,2022-02-04,92.074,35247.61
120594,2022-02-04,43.8282,17446.18
118825,2022-02-04,36.5727,14169.87
119775,2022-02-04,73.1397,28053.16
119551,2022-02-07,89.1707,33918.77
120503,2022-02-07,96.1252,37198.21
118632,2022-02-07,63.4187,24121.57
119092,2022-02-07,57.9463,22419.03
120841,2022-02-07,50.6183,19351.68
125497,2022-02-07,115.6067,44432.0
118989,2022-02-07,92.4222,34713.04
120594,2022-02-07,44.1012,15855.79
118825,2022-02-07,36.7458,14206.69
119775,2022-02-07,73.9262,28075.64
119551,2022-02-08,89.7003,33999.73
120503,2022-02-08,96.1897,36094.31
118632,2022-02-08,62.7485,23316.93
119092,2022-02-08,57.9604,21896.19
120841,2022-02-08,50.5684,19236.72
125497,2022-02-08,116.1465,44530.1
118989,2022-02-08,92.1739,35062.84
120594,2022-02-08,44.0157,15989.34
118825,2022-02-08,36.8912,14594.4
119775,2022-02-08,73.5438,27753.4
119551,2022-02-09,89.8296,32827.52
120503,2022-02-09,96.8071,36871.64
118632,2022-02-09,62.9106,24695.79
119092,2022-02-09,58.092,21869.42
120841,2022-02-09,50.4447,19005.99
125497,2022-02-09,115.3684,43345.9
118989,2022-02-09,93.1272,35714.0
120594,2022-02-09,44.3249,16252.83
118825,2022-02-09,37.1619,14990.08
119775,2022-02-09,73.6613,27547.89
119551,2022-02-10,89.0542,34209.27
120503,2022-02-10,96.3666,36782.89
118632,2022-02-10,63.4483,23246.59
119092,2022-02-10,58.4131,22783.35
120841,2022-02-10,50.2005,18493.18
125497,2022-02-10,115.5672,43484.43
118989,2022-02-10,92.4624,33909.41
120594,2022-02-10,44.1372,17701.43
118825,2022-02-10,36.6256,13863.47
119775,2022-02-10,73.1206,28319.12
119551,2022-02-11,89.3794,34970.37
120503,2022-02-11,96.9389,36613.91
118632,2022-02-11,63.324,23746.89
119092,2022-02-11,57.5274,22150.97
120841,2022-02-11,50.4852,19283.16
125497,2022-02-11,115.9979,43744.84
118989,2022-02-11,92.8186,36068.85
120594,2022-02-11,43.9786,17668.71
118825,2022-02-11,36.8002,13616.69
119775,2022-02-11,74.535,28077.51
119551,2022-02-14,90.1936,34408.8
120503,2022-02-14,96.2178,36860.41
118632,2022-02-14,63.0973,23329.1
119092,2022-02-14,57.4965,22051.15
120841,2022-02-14,50.7456,19395.33
125497,2022-02-14,115.7992,43600.74
118989,2022-02-14,92.3397,34922.42
120594,2022-02-14,44.0615,16698.36
118825,2022-02-14,36.8947,13552.01
119775,2022-02-14,73.7162,27619.84
119551,2022-02-15,89.6471,34253.54
120503,2022-02-15,97.1138,37036.08
118632,2022-02-15,62.7861,23810.65
119092,2022-02-15,58.0843,22320.58
120841,2022-02-15,50.2418,19279.59
125497,2022-02-15,116.6799,43910.69
118989,2022-02-15,92.7714,35425.23
120594,2022-02-15,44.3491,17137.32
118825,2022-02-15,36.927,14076.25
119775,2022-02-15,73.5547,27914.78
119551,2022-02-16,90.2157,33897.92
120503,2022-02-16,96.9912,36554.25
118632,2022-02-16,63.5419,23572.66
119092,2022-02-16,58.2806,21531.51
120841,2022-02-16,50.3907,19302.97
125497,2022-02-16,116.1321,44148.78
118989,2022-02-16,93.3159,34993.75
120594,2022-02-16,44.407,16345.09
118825,2022-02-16,37.1487,14316.23
119775,2022-02-16,74.0444,28093.94
119551,2022-02-17,89.3795,33836.31
120503,2022-02-17,97.3324,36790.41
118632,2022-02-17,63.3642,23320.09
119092,2022-02-17,58.0996,21654.04
120841,2022-02-17,50.4017,19122.66
125497,2022-02-17,115.0786,44349.28
118989,2022-02-17,93.2546,35173.28
120594,2022-02-17,44.1203,16327.32
118825,2022-02-17,36.9144,12788.13
119775,2022-02-17,73.9448,28332.22
119551,2022-02-18,89.6074,33752.8
120503,2022-02-18,97.214,36975.32
118632,2022-02-18,63.6741,24009.2
119092,2022-02-18,57.8773,21769.37
120841,2022-02-18,50.7203,19978.1
125497,2022-02-18,115.9579,43473.74
118989,2022-02-18,92.5244,34151.83
120594,2022-02-18,44.4113,16119.34
118825,2022-02-18,36.7359,13011.99
119775,2022-02-18,73.5122,28284.21
119551,2022-02-21,89.2395,33125.18
120503,2022-02-21,97.2739,36629.41
118632,2022-02-21,63.5157,24370.28
119092,2022-02-21,58.1015,21351.12
120841,2022-02-21,50.6791,19450.13
125497,2022-02-21,115.8871,43281.27
118989,2022-02-21,93.4513,34992.38
120594,2022-02-21,44.2843,16807.98
118825,2022-02-21,37.1555,14131.81
119775,2022-02-21,73.8337,28341.07
119551,2022-02-22,90.7208,34693.89
120503,2022-02-22,97.5138,36238.86
118632,2022-02-22,64.5197,23400.67
119092,2022-02-22,58.009,21650.06
120841,2022-02-22,51.1058,19410.12
125497,2022-02-22,115.4376,44133.79
118989,2022-02-22,93.2187,35040.76
120594,2022-02-22,44.1196,16437.48
118825,2022-02-22,36.9035,14011.37
119775,2022-02-22,73.7778,28367.61
119551,2022-02-23,89.4124,33134.31
120503,2022-02-23,96.8726,37474.45
118632,2022-02-23,63.2276,25170.4
119092,2022-02-23,58.2514,21417.79
120841,2022-02-23,50.5194,19321.69
125497,2022-02-23,115.5849,45187.29
118989,2022-02-23,92.5501,35540.47
120594,2022-02-23,44.6863,16745.4
118825,2022-02-23,36.8088,13863.47
119775,2022-02-23,74.093,28437.88
119551,2022-02-24,89.8442,33299.89
120503,2022-02-24,97.2365,36463.32
118632,2022-02-24,62.7475,23651.22
119092,2022-02-24,57.725,22293.43
120841,2022-02-24,51.1886,20129.38
125497,2022-02-24,115.9225,43766.3
118989,2022-02-24,93.2933,35730.64
120594,2022-02-24,44.2938,16728.68
118825,2022-02-24,37.371,13946.27
119775,2022-02-24,73.7997,28059.96
119551,2022-02-25,90.0669,33489.18
120503,2022-02-25,97.1032,36216.82
118632,2022-02-25,63.3192,24938.46
119092,2022-02-25,58.3231,21953.73
120841,2022-02-25,50.4982,19044.3
125497,2022-02-25,116.8162,43719.16
118989,2022-02-25,93.6288,34513.18
120594,2022-02-25,44.321,17671.38
118825,2022-02-25,36.6335,14594.21
119775,2022-02-25,73.3218,27954.96
119551,2022-02-28,89.7265,34412.15
120503,2022-02-28,95.744,35841.1
118632,2022-02-28,63.2183,24018.45
119092,2022-02-28,57.8601,21889.57
120841,2022-02-28,50.4258,18999.36
125497,2022-02-28,115.7458,44122.01
118989,2022-02-28,93.2251,35916.47
120594,2022-02-28,44.2338,16641.0
118825,2022-02-28,36.9848,13852.54
119775,2022-02-28,73.9346,27218.91
119551,2022-03-01,89.9438,33542.4
120503,2022-03-01,96.7397,36005.94
118632,2022-03-01,63.7265,23929.7
119092,2022-03-01,58.4128,22136.15
120841,2022-03-01,50.2938,18658.15
125497,2022-03-01,116.6103,43617.16
118989,2022-03-01,92.475,35110.31
120594,2022-03-01,44.3276,16294.07
118825,2022-03-01,36.9136,13760.75
119775,2022-03-01,73.0348,28251.33
119551,2022-03-02,89.4235,34652.22
120503,2022-03-02,96.632,36010.2
118632,2022-03-02,63.7222,23207.47
119092,2022-03-02,57.9104,22298.67
120841,2022-03-02,50.6136,18372.26
125497,2022-03-02,116.2742,43902.84
118989,2022-03-02,93.5015,35494.32
120594,2022-03-02,44.9936,15977.05
118825,2022-03-02,36.9596,13466.67
119775,2022-03-02,74.331,28410.92
119551,2022-03-03,90.0679,33611.33
120503,2022-03-03,96.7956,35785.16
118632,2022-03-03,63.864,24254.11
119092,2022-03-03,58.0001,22466.76
120841,2022-03-03,50.8611,19687.63
125497,2022-03-03,115.2507,43643.08
118989,2022-03-03,93.0009,35377.71
120594,2022-03-03,44.5468,16295.68
118825,2022-03-03,36.9771,15102.68
119775,2022-03-03,74.1518,28435.28
119551,2022-03-04,89.7149,34383.81
120503,2022-03-04,97.9419,36853.32
118632,2022-03-04,63.7011,23562.43
119092,2022-03-04,58.2184,22452.11
120841,2022-03-04,50.4867,19749.06
125497,2022-03-04,115.7408,43597.38
118989,2022-03-04,92.8893,36165.99
120594,2022-03-04,44.3987,17267.89
118825,2022-03-04,36.8167,14038.75
119775,2022-03-04,73.4778,27714.45
119551,2022-03-07,89.9856,33980.8
120503,2022-03-07,97.6794,36698.79
118632,2022-03-07,63.2092,24638.34
119092,2022-03-07,57.8178,21240.12
120841,2022-03-07,50.9272,19407.09
125497,2022-03-07,114.8015,44022.26
118989,2022-03-07,92.6162,36072.42
120594,2022-03-07,44.1349,16509.62
118825,2022-03-07,36.7473,13472.97
119775,2022-03-07,73.5682,27282.04
119551,2022-03-08,89.155,33196.71
120503,2022-03-08,96.2828,36020.16
118632,2022-03-08,63.086,23658.16
119092,2022-03-08,57.6348,22239.14
120841,2022-03-08,50.5823,18984.01
125497,2022-03-08,115.689,44796.44
118989,2022-03-08,92.8609,35437.69
120594,2022-03-08,43.7265,16473.13
118825,2022-03-08,36.5114,13786.9
119775,2022-03-08,73.9134,27662.85
119551,2022-03-09,89.7734,33488.63
120503,2022-03-09,97.1928,36023.2
118632,2022-03-09,63.1354,24209.9
119092,2022-03-09,58.0934,21936.37
120841,2022-03-09,51.0366,18992.79
125497,2022-03-09,115.6441,42620.25
118989,2022-03-09,93.492,35015.5
120594,2022-03-09,44.0028,17460.45
118825,2022-03-09,37.091,14054.16
119775,2022-03-09,73.2473,28209.49
119551,2022-03-10,89.2457,33414.61
120503,2022-03-10,97.3611,35733.7
118632,2022-03-10,63.3535,24229.68
119092,2022-03-10,58.4821,22162.59
120841,2022-03-10,50.0527,18781.94
125497,2022-03-10,115.8717,44177.78
118989,2022-03-10,93.1005,34220.16
120594,2022-03-10,44.1591,17284.93
118825,2022-03-10,37.1272,14930.51
119775,2022-03-10,73.5773,28548.8
119551,2022-03-11,90.1911,34599.03
120503,2022-03-11,97.1641,37213.9
118632,2022-03-11,62.9138,23276.38
119092,2022-03-11,58.1585,21826.47
120841,2022-03-11,50.5139,18910.64
125497,2022-03-11,115.5603,44116.37
118989,2022-03-11,92.1715,35234.25
120594,2022-03-11,44.2572,16761.32
118825,2022-03-11,36.7078,14393.31
119775,2022-03-11,74.3313,27699.38
119551,2022-03-14,89.8333,34444.63
120503,2022-03-14,95.443,36419.4
118632,2022-03-14,62.8506,24390.89
119092,2022-03-14,57.8398,22237.2
120841,2022-03-14,50.5858,18750.54
125497,2022-03-14,115.1653,43388.56
118989,2022-03-14,92.3858,35140.45
120594,2022-03-14,44.1649,16436.35
118825,2022-03-14,36.9328,14458.56
119775,2022-03-14,74.0896,28355.65
119551,2022-03-15,89.3306,34336.21
120503,2022-03-15,96.8824,36474.09
118632,2022-03-15,63.388,24859.26
119092,2022-03-15,58.2948,22017.61
120841,2022-03-15,50.4788,19408.18
125497,2022-03-15,115.5009,44309.64
118989,2022-03-15,92.3485,35103.11
120594,2022-03-15,44.4702,16882.36
118825,2022-03-15,36.7624,14441.01
119775,2022-03-15,73.5541,28145.81
119551,2022-03-16,89.1654,33389.79
120503,2022-03-16,96.5234,36231.56
118632,2022-03-16,63.0224,23409.28
119092,2022-03-16,57.9648,22374.62
120841,2022-03-16,50.4348,19149.93
125497,2022-03-16,115.6544,43017.5
118989,2022-03-16,91.8578,35125.63
120594,2022-03-16,44.144,16760.3
118825,2022-03-16,36.5505,14066.72
119775,2022-03-16,73.2938,27465.7
119551,2022-03-17,89.2707,33895.01
120503,2022-03-17,97.0213,37132.77
118632,2022-03-17,63.1362,24160.83
119092,2022-03-17,57.4404,21532.19
120841,2022-03-17,49.9796,20639.51
125497,2022-03-17,114.7519,43895.08
118989,2022-03-17,92.1179,35059.45
120594,2022-03-17,43.9184,15865.83
118825,2022-03-17,36.5262,13304.67
119775,2022-03-17,73.3574,27657.9
119551,2022-03-18,88.7747,34107.94
120503,2022-03-18,96.1336,37266.05
118632,2022-03-18,62.7548,24112.58
119092,2022-03-18,57.267,22328.44
120841,2022-03-18,50.1993,19404.38
125497,2022-03-18,115.4443,43913.28
118989,2022-03-18,92.3059,35007.35
120594,2022-03-18,44.2921,17267.14
118825,2022-03-18,36.759,13409.93
119775,2022-03-18,72.9643,27668.07
119551,2022-03-21,88.7582,34224.01
120503,2022-03-21,95.768,37388.54
118632,2022-03-21,62.7274,22993.61
119092,2022-03-21,57.3684,20707.41
120841,2022-03-21,50.0007,18925.44
125497,2022-03-21,114.6626,43837.37
118989,2022-03-21,91.8252,34903.13
120594,2022-03-21,44.224,17407.45
118825,2022-03-21,36.3905,14626.95
119775,2022-03-21,72.6132,27592.69
119551,2022-03-22,89.4386,32880.22
120503,2022-03-22,96.3669,36173.25
118632,2022-03-22,62.6323,23909.9
119092,2022-03-22,57.9193,21594.7
120841,2022-03-22,50.1239,19513.51
125497,2022-03-22,114.7667,43588.97
118989,2022-03-22,91.8981,35246.76
120594,2022-03-22,44.0585,16328.47
118825,2022-03-22,36.4821,14161.47
119775,2022-03-22,73.063,27907.36
119551,2022-03-23,88.7094,33652.08
120503,2022-03-23,95.6549,37020.37
118632,2022-03-23,62.295,24582.69
119092,2022-03-23,57.4647,21361.73
120841,2022-03-23,50.1667,19283.64
125497,2022-03-23,115.229,44579.42
118989,2022-03-23,91.6866,34846.12
120594,2022-03-23,43.7092,16309.46
118825,2022-03-23,36.3998,14142.25
119775,2022-03-23,73.0661,27754.32
119551,2022-03-24,88.3276,34173.94
120503,2022-03-24,95.7105,36279.92
118632,2022-03-24,62.5249,23867.75
119092,2022-03-24,57.0619,22413.59
120841,2022-03-24,50.2593,19220.45
125497,2022-03-24,114.7844,44263.65
118989,2022-03-24,91.7563,35645.65
120594,2022-03-24,44.147,16840.25
118825,2022-03-24,36.5764,14436.73
119775,2022-03-24,72.8804,27435.85
119551,2022-03-25,88.9496,33215.62
120503,2022-03-25,96.681,37235.22
118632,2022-03-25,62.5725,24025.55
119092,2022-03-25,57.7881,21526.89
120841,2022-03-25,49.7345,18900.93
125497,2022-03-25,114.469,43496.77
118989,2022-03-25,91.7581,35267.97
120594,2022-03-25,43.5904,17601.53
118825,2022-03-25,36.2241,13361.64
119775,2022-03-25,73.0671,27896.26
119551,2022-03-28,88.5038,33690.51
120503,2022-03-28,95.1249,36477.23
118632,2022-03-28,62.1429,24262.5
119092,2022-03-28,57.0203,22380.72
120841,2022-03-28,50.0195,19720.3
125497,2022-03-28,114.8,44392.18
118989,2022-03-28,91.7824,34941.65
120594,2022-03-28,43.5886,15884.94
118825,2022-03-28,36.4207,13663.12
119775,2022-03-28,72.8799,28263.74
119551,2022-03-29,87.67,33493.08
120503,2022-03-29,95.3512,36541.2
118632,2022-03-29,62.3405,23422.29
119092,2022-03-29,57.1125,21155.76
120841,2022-03-29,49.3151,19558.33
125497,2022-03-29,113.4811,43720.04
118989,2022-03-29,90.7356,34495.56
120594,2022-03-29,43.5195,16594.94
118825,2022-03-29,36.508,14224.76
119775,2022-03-29,72.5807,28378.84
119551,2022-03-30,88.6367,34205.65
120503,2022-03-30,95.2357,37309.3
118632,2022-03-30,62.7627,24330.27
119092,2022-03-30,57.533,22463.3
120841,2022-03-30,49.9894,18654.91
125497,2022-03-30,113.4797,43975.26
118989,2022-03-30,90.5392,34903.52
120594,2022-03-30,43.7446,16467.42
118825,2022-03-30,36.3954,13324.37
119775,2022-03-30,72.4314,28511.72
119551,2022-03-31,88.1675,34145.14
120503,2022-03-31,96.1166,37448.4
118632,2022-03-31,61.9102,24658.95
119092,2022-03-31,56.823,21991.21
120841,2022-03-31,49.7423,19736.52
125497,2022-03-31,113.3633,44225.93
118989,2022-03-31,91.4181,35605.76
120594,2022-03-31,43.4771,17301.71
118825,2022-03-31,36.1432,14573.53
119775,2022-03-31,72.6588,27299.96
119551,2022-04-01,88.1682,34089.65
120503,2022-04-01,95.0779,36431.87
118632,2022-04-01,62.042,23278.92
119092,2022-04-01,57.4028,21435.86
120841,2022-04-01,49.5325,19772.45
125497,2022-04-01,114.1975,44360.12
118989,2022-04-01,91.7679,35043.93
120594,2022-04-01,43.2601,17222.13
118825,2022-04-01,36.3725,13836.56
119775,2022-04-01,72.0234,28619.58
119551,2022-04-04,87.985,33313.26
120503,2022-04-04,95.3247,36079.51
118632,2022-04-04,61.7895,23438.35
119092,2022-04-04,56.5977,21583.34
120841,2022-04-04,49.4003,19562.13
125497,2022-04-04,113.7083,44314.37
118989,2022-04-04,91.3176,35013.65
120594,2022-04-04,43.3708,17069.08
118825,2022-04-04,36.427,14449.54
119775,2022-04-04,72.7402,28509.48
119551,2022-04-05,88.1043,33107.66
120503,2022-04-05,95.2788,36906.46
118632,2022-04-05,61.8903,23736.37
119092,2022-04-05,56.6009,22208.09
120841,2022-04-05,49.7008,18451.11
125497,2022-04-05,113.5557,43719.66
118989,2022-04-05,90.3303,35396.31
120594,2022-04-05,43.2428,16470.48
118825,2022-04-05,35.9586,14140.65
119775,2022-04-05,72.1829,27454.18
119551,2022-04-06,87.2121,33908.75
120503,2022-04-06,94.9675,36275.14
118632,2022-04-06,61.9602,23588.0
119092,2022-04-06,57.4128,21529.5
120841,2022-04-06,49.2614,19297.0
125497,2022-04-06,112.829,44413.82
118989,2022-04-06,91.4529,35006.19
120594,2022-04-06,43.3059,16541.12
118825,2022-04-06,36.058,14715.87
119775,2022-04-06,72.4291,27547.89
119551,2022-04-07,88.1413,34581.03
120503,2022-04-07,94.9126,36470.39
118632,2022-04-07,61.7733,23602.27
119092,2022-04-07,56.7361,21841.76
120841,2022-04-07,48.8665,19663.1
125497,2022-04-07,113.3202,44539.24
118989,2022-04-07,90.512,35294.23
120594,2022-04-07,43.4617,16993.9
118825,2022-04-07,36.0733,15607.2
119775,2022-04-07,71.9867,28084.59
119551,2022-04-08,88.1362,33597.5
120503,2022-04-08,94.1179,36083.97
118632,2022-04-08,61.8537,24312.82
119092,2022-04-08,56.7563,21323.22
120841,2022-04-08,49.5963,19798.63
125497,2022-04-08,113.0513,44016.28
118989,2022-04-08,90.7811,35383.57
120594,2022-04-08,43.3203,16256.96
118825,2022-04-08,35.9573,13393.76
119775,2022-04-08,72.1968,28265.11
119551,2022-04-11,87.1046,34148.4
